# slope GFP 0-290,std GFP 0-290,IFP 0-480
13.213401813313423,0.8219199838242628,0.4184882949890101
6.102946078878577,0.1864834279100576,0.034086119224380367
43.680450384620656,1.690322015333559,0.7180040789239116
9.930809347023953,0.3334887230680499,0.2517178600978099
63.91561496738527,3.182974115979518,0.9028894850369195
9.376595719289277,0.3004219005376346,0.08135677660100825
32.46301505528331,2.4541727321759894,0.6067386836119103
10.051387591696804,0.7553462182619789,0.20462216320720605
14.132962356201384,0.5368676519459503,0.29746185915147066
52.53908386056302,4.218758077685677,0.7604292357591973
7.215838520873075,0.09912236836410931,0.10987829159321891
16.43261220717795,0.44288113617593466,0.31584962972073677
52.74537840384033,0.33166405192947035,0.691402973370096
31.158123395729675,0.14029339229821156,0.625074768182679
56.56028151441487,2.6352505212250668,0.997738871594831
6.829355691371792,0.36222362455603835,0.07231870010215292
9.021500896256471,0.04124698956273251,0.1590337922881584
5.908225881961859,0.18432151817977682,0.012263361142643052
5.632063496286993,0.3490589656582561,0.03044844379079418
63.962847097366414,2.2385160925856513,0.969313200104961
6.747328692259203,0.4819392072772896,0.1403467384746617
15.015789900042021,1.8726870346733786,0.4597378608994624
4.836941967771779,0.48178337330389676,0.0011063122002143303
5.754342370647355,0.5111923523654206,0.0005408595523513548
6.351112859559297,0.4133480897497828,0.00047385436412519815
65.80058908113874,1.3432728170342563,0.996368653048469
66.81263232294184,2.259033396537805,0.9726419323430076
50.062197678976815,2.0509531763802507,0.7678947788430956
32.01364827056901,0.6689726765735599,0.6118394913939452
64.52812914601724,1.7821517347670057,0.9989399188580029
67.46752183532232,3.262259680639945,0.9975831853217904
